userid,user_display_name,user_screen_name,user_reported_location,user_profile_description,user_profile_url,follower_count,following_count,account_creation_date,account_language
94c383089f0dd9993020276bd01113ecb5935ad860bfa61e6079e7d548577f76,94c383089f0dd9993020276bd01113ecb5935ad860bfa61e6079e7d548577f76,94c383089f0dd9993020276bd01113ecb5935ad860bfa61e6079e7d548577f76,USA,Conservative. Politics. Pro-Life. Writer.  #GodBlessAmerica #WakeUpAmerica #InGodWeTrust,,1541,1676,2014-06-13,en
799bb58d3c064d3884fdc4604c74068ff059b60c0b34642621c6f638fb436f6d,799bb58d3c064d3884fdc4604c74068ff059b60c0b34642621c6f638fb436f6d,799bb58d3c064d3884fdc4604c74068ff059b60c0b34642621c6f638fb436f6d,Раша,На воре и шапка горит,,299,324,2013-12-22,en
0d33d19fbadccaad0033a0a0d6ec7f9919e21da60ea95819144902bf26a40f5b,0d33d19fbadccaad0033a0a0d6ec7f9919e21da60ea95819144902bf26a40f5b,0d33d19fbadccaad0033a0a0d6ec7f9919e21da60ea95819144902bf26a40f5b,"Чеченская республика, Россия",Я никогда не хотел стать президентом. У меня всегда была мечта стать героем нации.  Аккаунт-поддержка главы ЧР,,4094,0,2016-11-25,ru
efbe6ab452cf84134d5e7764cc1ce176067c8224fd8868b0d10eb4284c26fb43,efbe6ab452cf84134d5e7764cc1ce176067c8224fd8868b0d10eb4284c26fb43,efbe6ab452cf84134d5e7764cc1ce176067c8224fd8868b0d10eb4284c26fb43,US,❥ ❣ my sweethearts)),,140,191,2013-08-11,en
d1e5ee3856d4af872b7bb31638fb86fa0a8ee3287d8ca8aa23db9f9278186be6,d1e5ee3856d4af872b7bb31638fb86fa0a8ee3287d8ca8aa23db9f9278186be6,d1e5ee3856d4af872b7bb31638fb86fa0a8ee3287d8ca8aa23db9f9278186be6,,,,119,1152,2016-07-06,de
2f5ad32f93141c6ba7f020e8a343f6c4df907bf0dd1f31beacfcea65a27f82ab,2f5ad32f93141c6ba7f020e8a343f6c4df907bf0dd1f31beacfcea65a27f82ab,2f5ad32f93141c6ba7f020e8a343f6c4df907bf0dd1f31beacfcea65a27f82ab,,,,0,41,2017-02-13,en
28a6f340285e1bc7b455d82526ac356294c998e76d1118f381c9c6b712c39622,28a6f340285e1bc7b455d82526ac356294c998e76d1118f381c9c6b712c39622,28a6f340285e1bc7b455d82526ac356294c998e76d1118f381c9c6b712c39622,USA,Start where you are. Use what you have.  Do what you can.,,108,109,2013-08-21,en
50d23d6cc469022cbd45d29ffcf6bcc5be4e6c31a60aaffb90841e193c11f799,50d23d6cc469022cbd45d29ffcf6bcc5be4e6c31a60aaffb90841e193c11f799,50d23d6cc469022cbd45d29ffcf6bcc5be4e6c31a60aaffb90841e193c11f799,USA,,,27,128,2014-05-20,en
40c69d0d189a365ceeee51c9bc039fcab3abe57447c7296427e083bc2a8a8ae5,40c69d0d189a365ceeee51c9bc039fcab3abe57447c7296427e083bc2a8a8ae5,40c69d0d189a365ceeee51c9bc039fcab3abe57447c7296427e083bc2a8a8ae5,"Camden, NJ",#Camden #CamdenNewJersey #NewJersey #USA #America #US #CamdenEvents #CamdenNews,,3864,4198,2015-03-14,en
4ce989327c4d6317918452ca868be2b9e7363bfdb80ea8630ac06c1690ca80e9,4ce989327c4d6317918452ca868be2b9e7363bfdb80ea8630ac06c1690ca80e9,4ce989327c4d6317918452ca868be2b9e7363bfdb80ea8630ac06c1690ca80e9,Dallas,,,6,3,2014-06-17,en
b396c6b01ad350b123562859b0a8cc5bf33e66aa24c755bced75c07726088cb7,b396c6b01ad350b123562859b0a8cc5bf33e66aa24c755bced75c07726088cb7,b396c6b01ad350b123562859b0a8cc5bf33e66aa24c755bced75c07726088cb7,,,,20,20,2015-03-28,ru
3990577513,Tea Party News,tpartynews,,,,21498,22407,2015-10-23,en
f47335fe79821757ecfcd4bba11202bc0fab482a1aa09b740bff80741908bfa6,f47335fe79821757ecfcd4bba11202bc0fab482a1aa09b740bff80741908bfa6,f47335fe79821757ecfcd4bba11202bc0fab482a1aa09b740bff80741908bfa6,Madison,,,39,240,2014-08-18,en
2c2e15ce82d044e1dc32221e58fa5fe78942da25e7aab7518107876023620dea,2c2e15ce82d044e1dc32221e58fa5fe78942da25e7aab7518107876023620dea,2c2e15ce82d044e1dc32221e58fa5fe78942da25e7aab7518107876023620dea,USA,None but ourselves can free our minds,,37,250,2014-06-02,en
a76f0b8aaf462c7d672bcfc4113dc793fbe18253e08708c307d9843844bf52d6,a76f0b8aaf462c7d672bcfc4113dc793fbe18253e08708c307d9843844bf52d6,a76f0b8aaf462c7d672bcfc4113dc793fbe18253e08708c307d9843844bf52d6,Мурманск,"Трэш, угар и дальше по наклонной...",,787,1939,2014-07-01,ru
2802e2798ef994028a1702e53d64fc6d2e0ba0d3db38b4ceffc31258604b3f13,2802e2798ef994028a1702e53d64fc6d2e0ba0d3db38b4ceffc31258604b3f13,2802e2798ef994028a1702e53d64fc6d2e0ba0d3db38b4ceffc31258604b3f13,,,,0,18,2017-11-07,en
089b3f5dde42189a656e553b3688562e038295a0cd42ca6e622a34f68e855c0f,089b3f5dde42189a656e553b3688562e038295a0cd42ca6e622a34f68e855c0f,089b3f5dde42189a656e553b3688562e038295a0cd42ca6e622a34f68e855c0f,,"Engineer, teacher, missionary, marathon runner, ice hockey player, amateur competitive shooter #WakeUpAmerica #tcot #RedNationRising",,443,370,2015-03-11,en
f74df82c1187ca103ff0ccba43d83a2e3a8636b6bc6446b658d3e1f858603c52,f74df82c1187ca103ff0ccba43d83a2e3a8636b6bc6446b658d3e1f858603c52,f74df82c1187ca103ff0ccba43d83a2e3a8636b6bc6446b658d3e1f858603c52,,,,117,203,2013-08-16,en
a526c614ddbf22bab564ad6b2210a2f3909f2f6bde9146aeca097938e2b96da1,a526c614ddbf22bab564ad6b2210a2f3909f2f6bde9146aeca097938e2b96da1,a526c614ddbf22bab564ad6b2210a2f3909f2f6bde9146aeca097938e2b96da1,Germany,Journalist. Stick to the truth.,,13,105,2015-12-14,de
78e3afa133ac2d905a65796ff062a180f5002d9d47adfd11eea79c0fd406d267,78e3afa133ac2d905a65796ff062a180f5002d9d47adfd11eea79c0fd406d267,78e3afa133ac2d905a65796ff062a180f5002d9d47adfd11eea79c0fd406d267,Alaska,Conservative Christian Momma. Political junkie. Happily married,,2398,2682,2013-08-05,en
1328dae3986682e7200c0a96884cf37bd191fef0957f6cc40e387c78b6b6ad4e,1328dae3986682e7200c0a96884cf37bd191fef0957f6cc40e387c78b6b6ad4e,1328dae3986682e7200c0a96884cf37bd191fef0957f6cc40e387c78b6b6ad4e,"Chester, PA",#CityOfChester #Chester #Pennsylvania #USA #America #US,,3459,4814,2015-03-15,en
1b440ca3aeb326a4b60f7f454f37ed6bb21f8e6ed2ab51f94e1b6cc59609143e,1b440ca3aeb326a4b60f7f454f37ed6bb21f8e6ed2ab51f94e1b6cc59609143e,1b440ca3aeb326a4b60f7f454f37ed6bb21f8e6ed2ab51f94e1b6cc59609143e,Питер,"Чутка барыжу спортпитом #PureProtein, если сильно нужен-жду в личке.",,615,1654,2013-12-06,ru
2a2383f1a63d6ba732eb854df2866671632bf956322bbac9a9e6e8c2e79497e7,2a2383f1a63d6ba732eb854df2866671632bf956322bbac9a9e6e8c2e79497e7,2a2383f1a63d6ba732eb854df2866671632bf956322bbac9a9e6e8c2e79497e7,Москва,"Короткие сообщения, мысли, интересные новости.. #follow, люблю общение!",http://t.co/x6ECoSusHL,1078,372,2012-08-02,ru
26884259b90035e06f180867532f0e136601769647e6fd228ad9a44faf353cb7,26884259b90035e06f180867532f0e136601769647e6fd228ad9a44faf353cb7,26884259b90035e06f180867532f0e136601769647e6fd228ad9a44faf353cb7,,,,8,62,2016-10-17,ru
b97c4a488702e9a2aacc57a41ac1a0c0305c6fdb0ce45f838b096d0d8f340f40,b97c4a488702e9a2aacc57a41ac1a0c0305c6fdb0ce45f838b096d0d8f340f40,b97c4a488702e9a2aacc57a41ac1a0c0305c6fdb0ce45f838b096d0d8f340f40,سوريا,سوريا هى وطني,,135,326,2014-05-17,ar
a3f694a1155cd0bb51a4f76b367e9a79ad3e676076323f6e1507be970df0ceb1,a3f694a1155cd0bb51a4f76b367e9a79ad3e676076323f6e1507be970df0ceb1,a3f694a1155cd0bb51a4f76b367e9a79ad3e676076323f6e1507be970df0ceb1,Pennsylvania,"Exhibition Organizer, mother, activist, photographer",,70,226,2009-10-08,en
f8b72a3e67daa7adce161eed7ee9583f2bc80db18c39eeb3228594c433f1a934,f8b72a3e67daa7adce161eed7ee9583f2bc80db18c39eeb3228594c433f1a934,f8b72a3e67daa7adce161eed7ee9583f2bc80db18c39eeb3228594c433f1a934,,We speak for all fellow members of LGBT community across the nation. Gender preference does not define you. Your spirit defines you.,,509,796,2016-07-12,en
a63d6076e832ee268c795f4c256a0d42426cbed13e7b0ad939245f9d678b9019,a63d6076e832ee268c795f4c256a0d42426cbed13e7b0ad939245f9d678b9019,a63d6076e832ee268c795f4c256a0d42426cbed13e7b0ad939245f9d678b9019,US,,,86,231,2014-05-16,en
3659a34a70b9d9dc3df4e642d2726369f4df367c6ccedf7d7e7a156c3c3dc5bb,3659a34a70b9d9dc3df4e642d2726369f4df367c6ccedf7d7e7a156c3c3dc5bb,3659a34a70b9d9dc3df4e642d2726369f4df367c6ccedf7d7e7a156c3c3dc5bb,,,,326,818,2016-07-12,en
93ea5da90a834c3eff5a0748b1e7598f1aed96204229416efcb8715323ac5a3b,93ea5da90a834c3eff5a0748b1e7598f1aed96204229416efcb8715323ac5a3b,93ea5da90a834c3eff5a0748b1e7598f1aed96204229416efcb8715323ac5a3b,USA,,,19,168,2014-06-21,en
7be038f047ded532d42dc010c571831b6fe7807f154c946163690f1cb0031c4a,7be038f047ded532d42dc010c571831b6fe7807f154c946163690f1cb0031c4a,7be038f047ded532d42dc010c571831b6fe7807f154c946163690f1cb0031c4a,"München, Bayern",Lokale Nachrichten aus München. Hier kannst Du wichtige und aktuelle Nachrichten finden. Lies die News aus Deiner Stadt und schreib uns in die DN!,,1520,1786,2016-05-20,de
b02a38fbc83217ab4a2a2af7c4e9286260d17de401290804204abc56e4cc2baa,b02a38fbc83217ab4a2a2af7c4e9286260d17de401290804204abc56e4cc2baa,b02a38fbc83217ab4a2a2af7c4e9286260d17de401290804204abc56e4cc2baa,USA,Kind of a zombie,,54,89,2015-03-13,en
674de578ae949653e361457292ea179f0b16b639b83a69c7249ab58b8cd84d6b,674de578ae949653e361457292ea179f0b16b639b83a69c7249ab58b8cd84d6b,674de578ae949653e361457292ea179f0b16b639b83a69c7249ab58b8cd84d6b,USA,I don't care about perfection. I live in reality and based on originality. Forget looks and respect personality,,103,164,2015-03-02,en
21c35c77715644e10675df5bb88f02d40412785ace111edda73b40553db68bed,21c35c77715644e10675df5bb88f02d40412785ace111edda73b40553db68bed,21c35c77715644e10675df5bb88f02d40412785ace111edda73b40553db68bed,USA,"Lover of Life and Israel, Jesus and Country music! Conservative Christian! #NRA#2A #Infidel #tcot #InGodWeTrust",,669,998,2013-08-05,en
b0e81e4e718dfebdcd4c8601f251963b8859b155d59ad6f3c661dc360d9fe683,b0e81e4e718dfebdcd4c8601f251963b8859b155d59ad6f3c661dc360d9fe683,b0e81e4e718dfebdcd4c8601f251963b8859b155d59ad6f3c661dc360d9fe683,US,"Conservative,music, news & politics junkie. Love Jesus, USA, my family & pets. Sass & sarcasm. RTs may ≠ an endorsement #RedNationRising  #tcot",,547,423,2014-05-29,en
156c8b45cfde4333df86daba62eddee60f42be305991a803b705d4a2d4adb2f4,156c8b45cfde4333df86daba62eddee60f42be305991a803b705d4a2d4adb2f4,156c8b45cfde4333df86daba62eddee60f42be305991a803b705d4a2d4adb2f4,France,"Oui, j’ai fait des erreurs. La vie ne vient pas avec des instructions",,67,401,2017-03-03,fr
6f0b2ba4f2a1fa585e1c4fe233f7f91904e49919cfc29c358cd7888aa94f95b6,6f0b2ba4f2a1fa585e1c4fe233f7f91904e49919cfc29c358cd7888aa94f95b6,6f0b2ba4f2a1fa585e1c4fe233f7f91904e49919cfc29c358cd7888aa94f95b6,Москва,Солист Московской государственной консерватории имени П. И. Чайковского,,785,642,2014-03-27,ru
c61f036e45ecb10e9b6df9f95d635d20299e7964c189ddfb04215fb337e9c453,c61f036e45ecb10e9b6df9f95d635d20299e7964c189ddfb04215fb337e9c453,c61f036e45ecb10e9b6df9f95d635d20299e7964c189ddfb04215fb337e9c453,,,,325,2566,2015-09-18,ru
e6d4d171945a3d3617a8900cf1e60cc6657873e84f199260ae9b88745258a0e6,e6d4d171945a3d3617a8900cf1e60cc6657873e84f199260ae9b88745258a0e6,e6d4d171945a3d3617a8900cf1e60cc6657873e84f199260ae9b88745258a0e6,Новгород,студент,,427,1029,2013-11-17,ru
44e2cbb122809a511d93741cb44ccb5982d58ff2bc698b772fc69b07218e15cd,44e2cbb122809a511d93741cb44ccb5982d58ff2bc698b772fc69b07218e15cd,44e2cbb122809a511d93741cb44ccb5982d58ff2bc698b772fc69b07218e15cd,,Russian expat currently living in the US. Really into exploring the world and open to all that's new to me.,,0,11,2017-05-25,en
5fe1ff96eabcb7e57d3783801171868705c60338201c67d559f22577e769c2b8,5fe1ff96eabcb7e57d3783801171868705c60338201c67d559f22577e769c2b8,5fe1ff96eabcb7e57d3783801171868705c60338201c67d559f22577e769c2b8,United Kingdom,Comedy news/pop culture podcast bringing the A game to London. Listen on ITunes http://t.co/MDgKpbapY3 & stitcher http://t.co/VFCGNlgPCQ,http://t.co/8UCDxwvIlg,84,230,2015-02-28,en
ee10139938f670a1373934a4ba227c65f9de37c47317a0c8b33d1ab723e955c8,ee10139938f670a1373934a4ba227c65f9de37c47317a0c8b33d1ab723e955c8,ee10139938f670a1373934a4ba227c65f9de37c47317a0c8b33d1ab723e955c8,"Rostock, Deutschland",Lokale Nachrichten aus Rostock. Hier kannst Du wichtige und aktuelle Nachrichten finden. Lies die News aus Deiner Stadt und schreib uns in die DN!,,135,279,2017-04-17,de
883b2a4d1bd9474e5677af51f6b428354430026c066f210123f10d082593506a,883b2a4d1bd9474e5677af51f6b428354430026c066f210123f10d082593506a,883b2a4d1bd9474e5677af51f6b428354430026c066f210123f10d082593506a,US,"Constitutional Conservative, member of the counterjihad, am against islam and sharia law, sick and tired of politcal correctness, diversity and multiculturalism",,856,829,2013-08-23,en
90628d12d2dc76b21a6c192fdc2b7e41807176e93582f6c96df40a1cf2eb40f5,90628d12d2dc76b21a6c192fdc2b7e41807176e93582f6c96df40a1cf2eb40f5,90628d12d2dc76b21a6c192fdc2b7e41807176e93582f6c96df40a1cf2eb40f5,US,,,538,818,2013-08-11,en
71e8f63ef8663ea1ac431591b42c3a8d8105b2235a52010164a120d08e6ea4c4,71e8f63ef8663ea1ac431591b42c3a8d8105b2235a52010164a120d08e6ea4c4,71e8f63ef8663ea1ac431591b42c3a8d8105b2235a52010164a120d08e6ea4c4,Санкт-Петербург,Официальный портал любительского и профессионального спорта Петербурга #спб #петербург #зенит #ска #бкзенит,http://t.co/EksOvOmpqR,1952,41,2014-06-17,ru
27523ae0eb525dd012c85f60e628d86fe6efd198b72d2d25ec6e2d749d173625,27523ae0eb525dd012c85f60e628d86fe6efd198b72d2d25ec6e2d749d173625,27523ae0eb525dd012c85f60e628d86fe6efd198b72d2d25ec6e2d749d173625,,,,51,94,2014-05-16,en
5ca56261fc5bf4f2ff982cda0bd770120bff063bffae9ff80fb96e93675780b9,5ca56261fc5bf4f2ff982cda0bd770120bff063bffae9ff80fb96e93675780b9,5ca56261fc5bf4f2ff982cda0bd770120bff063bffae9ff80fb96e93675780b9,USA,,,93,117,2014-04-15,en
f5055f2e84329a7a64ac7e79aeaa35b6dd3c6a1259e4642f49618013be1736f1,f5055f2e84329a7a64ac7e79aeaa35b6dd3c6a1259e4642f49618013be1736f1,f5055f2e84329a7a64ac7e79aeaa35b6dd3c6a1259e4642f49618013be1736f1,,,,83,1498,2016-07-12,de
c8fe771b16bf26afae40b1ef218fa044d2ce85cd6ff56e7dda23529b5ac37976,c8fe771b16bf26afae40b1ef218fa044d2ce85cd6ff56e7dda23529b5ac37976,c8fe771b16bf26afae40b1ef218fa044d2ce85cd6ff56e7dda23529b5ac37976,USA,You can’t fall if you don’t climb.  But there’s no joy in living your whole life on the ground.,,44,144,2014-06-03,en
10f71f9ededfa48781cdebed2b1c10ce93fc58f2e933d712933499158036ae20,10f71f9ededfa48781cdebed2b1c10ce93fc58f2e933d712933499158036ae20,10f71f9ededfa48781cdebed2b1c10ce93fc58f2e933d712933499158036ae20,USA,Always hungry. Award-winning food buff. Passionate tvaholic. Avid travel specialist.,,123,252,2013-08-09,en
5bf67e6c1bfc2acfc46c7ad98b4bae7debe49cb03ee9e040840fd420243b1b6d,5bf67e6c1bfc2acfc46c7ad98b4bae7debe49cb03ee9e040840fd420243b1b6d,5bf67e6c1bfc2acfc46c7ad98b4bae7debe49cb03ee9e040840fd420243b1b6d,,creator,,101,111,2013-08-05,en
e07ed7b9ff5157919e6a7db96c3d608eb771e45fe704d2ee897214bbce087f8f,e07ed7b9ff5157919e6a7db96c3d608eb771e45fe704d2ee897214bbce087f8f,e07ed7b9ff5157919e6a7db96c3d608eb771e45fe704d2ee897214bbce087f8f,USA,A friend is someone who knows all about you and still loves you,,97,102,2013-08-15,en
9f8fb79c0371114522267ff32dbfa9c5b3ceeb83b48819d42d6cc5e514358e3e,9f8fb79c0371114522267ff32dbfa9c5b3ceeb83b48819d42d6cc5e514358e3e,9f8fb79c0371114522267ff32dbfa9c5b3ceeb83b48819d42d6cc5e514358e3e,омск,умирай от счастья,,386,1916,2014-05-08,en
618228e727579659187d37d818202a621bcef41d0e07cd99896c114d8c313970,618228e727579659187d37d818202a621bcef41d0e07cd99896c114d8c313970,618228e727579659187d37d818202a621bcef41d0e07cd99896c114d8c313970,,,,417,386,2014-09-02,en
96bd74f2bb8a1feec0fc6b5e809c8a1f9a35aef6ad765dddfbb51f45a3be463d,96bd74f2bb8a1feec0fc6b5e809c8a1f9a35aef6ad765dddfbb51f45a3be463d,96bd74f2bb8a1feec0fc6b5e809c8a1f9a35aef6ad765dddfbb51f45a3be463d,,,,0,5,2017-03-26,en
50b99bd643d56023b8f8a88fb47c9bc0920daf1d59d8b59979080d527e11484b,50b99bd643d56023b8f8a88fb47c9bc0920daf1d59d8b59979080d527e11484b,50b99bd643d56023b8f8a88fb47c9bc0920daf1d59d8b59979080d527e11484b,,,,1,110,2017-12-23,ru
cc72d640deccde134e500c4786503102ea877343b36263c4ca67bb4f07af17b7,cc72d640deccde134e500c4786503102ea877343b36263c4ca67bb4f07af17b7,cc72d640deccde134e500c4786503102ea877343b36263c4ca67bb4f07af17b7,,,,19,127,2014-08-27,en
d73fc35779e228643f0bb71b21d0368cd17304f9ab546a7d16788ddd5354ff24,d73fc35779e228643f0bb71b21d0368cd17304f9ab546a7d16788ddd5354ff24,d73fc35779e228643f0bb71b21d0368cd17304f9ab546a7d16788ddd5354ff24,Санкт-Петербург,"Цель включает зажигание, запускает двигатель и питает наши души",,305,1432,2014-05-05,ru
4217244274,Yahaya Thinbu,Blk_Voice,"Mohnton, PA",Activist. Feminist. Celebrating and highlighting Black excellence.,https://t.co/4xjFyHX444,11766,6966,2015-11-18,en
f8ebe1f677e1bc35ab72bc28c0201553f0d97c7d7fb8e86e6aa95d14a8b3057f,f8ebe1f677e1bc35ab72bc28c0201553f0d97c7d7fb8e86e6aa95d14a8b3057f,f8ebe1f677e1bc35ab72bc28c0201553f0d97c7d7fb8e86e6aa95d14a8b3057f,United States,"Whatever you do, do it good",,70,90,2015-03-11,en
065bd0ec43552000636a4e547ad8805d0c78525c8c765a8057febafc3008ca95,065bd0ec43552000636a4e547ad8805d0c78525c8c765a8057febafc3008ca95,065bd0ec43552000636a4e547ad8805d0c78525c8c765a8057febafc3008ca95,USA,,,22,140,2014-06-06,en
5788d958456ab731e042dfff6d344829c158409c1c0911d79a5de12b0a72ced1,5788d958456ab731e042dfff6d344829c158409c1c0911d79a5de12b0a72ced1,5788d958456ab731e042dfff6d344829c158409c1c0911d79a5de12b0a72ced1,America,"stand 4 conservatism, patriotism & optimism. Protect our Kids! #WakeUpAmerica",,724,1361,2013-08-20,en
42e4371ff41341ad9f4c364afe5070bcd09a109dedf224ba147f1d836690cd0f,42e4371ff41341ad9f4c364afe5070bcd09a109dedf224ba147f1d836690cd0f,42e4371ff41341ad9f4c364afe5070bcd09a109dedf224ba147f1d836690cd0f,,слишком Роман,,0,0,2016-02-01,ru
cc748696d0cee84892392a3c45e937028203844056493f6606da5d0ed49af21e,cc748696d0cee84892392a3c45e937028203844056493f6606da5d0ed49af21e,cc748696d0cee84892392a3c45e937028203844056493f6606da5d0ed49af21e,,bul'-bul',,7,92,2015-03-16,ru
4b8094fa962057108bc94c4627afd8fbcd5ab2bc38a7bec78e555b97fced8182,4b8094fa962057108bc94c4627afd8fbcd5ab2bc38a7bec78e555b97fced8182,4b8094fa962057108bc94c4627afd8fbcd5ab2bc38a7bec78e555b97fced8182,Грозный,"Мастер спорт по альпинизму. Не по борьбе, а по альпинизму!",,509,423,2013-12-17,ru
fae7b25f2c6db2a43a185b0f3ea0cc40148bc65772603810fff9278654952c87,fae7b25f2c6db2a43a185b0f3ea0cc40148bc65772603810fff9278654952c87,fae7b25f2c6db2a43a185b0f3ea0cc40148bc65772603810fff9278654952c87,Russia,,,146,489,2014-06-28,ru
c97be9856ff8be7933984f81e1aa8a85c886f773c7eba10fea7b82b9529f5982,c97be9856ff8be7933984f81e1aa8a85c886f773c7eba10fea7b82b9529f5982,c97be9856ff8be7933984f81e1aa8a85c886f773c7eba10fea7b82b9529f5982,Москва ,Бывaю офигeнной...Бывaю офигeвшeй....Кому кaк повeзeт))),,192,1099,2014-04-25,ru
2494112058,San Jose Daily,DailySanJose,USA,"Follow for San Jose's breaking news, special reports, entertainment and more from @DailySanJose",,20135,9313,2014-05-14,en
4c1222559a2d600a1bd197d6aed42926f5a1192e8aa294b0732f8af4a3fc92a4,4c1222559a2d600a1bd197d6aed42926f5a1192e8aa294b0732f8af4a3fc92a4,4c1222559a2d600a1bd197d6aed42926f5a1192e8aa294b0732f8af4a3fc92a4,,,https://t.co/rykBPW1ZNM,26,27,2014-08-17,ru
57bbd96bc923f19334f3f2b40d0a4456feddb53050c6ea42a577ab69977265a9,57bbd96bc923f19334f3f2b40d0a4456feddb53050c6ea42a577ab69977265a9,57bbd96bc923f19334f3f2b40d0a4456feddb53050c6ea42a577ab69977265a9,,"Lived in St.P, Russia. Now live in Seattle",,0,42,2017-05-25,en
bba3fd9bd8644eab0b2f49c262949d9f74ead130918afc9e53cb3fb48e656cb5,bba3fd9bd8644eab0b2f49c262949d9f74ead130918afc9e53cb3fb48e656cb5,bba3fd9bd8644eab0b2f49c262949d9f74ead130918afc9e53cb3fb48e656cb5,"New York, NY","If you want to be loved, be lovable 💋",,6,72,2017-05-17,en
54832d020e5c9a606b03af6aacc5384e5c9d711f982f99f5975b430450822e4e,54832d020e5c9a606b03af6aacc5384e5c9d711f982f99f5975b430450822e4e,54832d020e5c9a606b03af6aacc5384e5c9d711f982f99f5975b430450822e4e,Nashville,"I love baseball, I like cooking,  photographer",,123,231,2013-08-05,en
db869cae844d0785bd135d4dbca97a219364751938a945f899d590521778f081,db869cae844d0785bd135d4dbca97a219364751938a945f899d590521778f081,db869cae844d0785bd135d4dbca97a219364751938a945f899d590521778f081,USA,Pissed off patriot. #2A supporter #tcot #WakeUpAmerica,,1467,1527,2014-06-07,en
94cc5718369c7b64626c23ae96995f1706a55159948ee237f9641df5a2e6cae8,94cc5718369c7b64626c23ae96995f1706a55159948ee237f9641df5a2e6cae8,94cc5718369c7b64626c23ae96995f1706a55159948ee237f9641df5a2e6cae8,Санкт-Петербург,"Машины - моя страсть, моя жизнь, моя работа",http://t.co/IFMuAP8DLV,91,153,2014-05-10,ru
571c63d80ddd8b426cde68724814238385b5e59a559944a975db4aa291aca4d5,571c63d80ddd8b426cde68724814238385b5e59a559944a975db4aa291aca4d5,571c63d80ddd8b426cde68724814238385b5e59a559944a975db4aa291aca4d5,سوريا,بستنة,,140,283,2014-06-02,ar
212d372f771b450a49af510355b75d648be51d5ad4e6443bb81e7b91d76d5b45,212d372f771b450a49af510355b75d648be51d5ad4e6443bb81e7b91d76d5b45,212d372f771b450a49af510355b75d648be51d5ad4e6443bb81e7b91d76d5b45,United States,#DefundObamacare #StandWithCruz #MakeDCListen #repealobamacare #TCOT #GodBlessAmerica #InGodWeTrust,,394,277,2013-08-18,en
1bc8fb98ab379d63a2279d31446e2746a7ce18a73bd900e59698b8bb9f1df424,1bc8fb98ab379d63a2279d31446e2746a7ce18a73bd900e59698b8bb9f1df424,1bc8fb98ab379d63a2279d31446e2746a7ce18a73bd900e59698b8bb9f1df424,USA,Avid explorer. Hipster-friendly coffee specialist. Hardcore social media expert.,,102,128,2013-06-17,en
d28b91095f329b9b73b3dac1a2271a087e1cae3cd66a813abd104e7a678525e1,d28b91095f329b9b73b3dac1a2271a087e1cae3cd66a813abd104e7a678525e1,d28b91095f329b9b73b3dac1a2271a087e1cae3cd66a813abd104e7a678525e1,Moscow,привет! как дела?,,157,307,2013-12-14,ru
baad6a1f73ad2a88c9b75689937e8a397d9f651f6095baab9721176f746e67b9,baad6a1f73ad2a88c9b75689937e8a397d9f651f6095baab9721176f746e67b9,baad6a1f73ad2a88c9b75689937e8a397d9f651f6095baab9721176f746e67b9,USA,,,161,288,2013-08-23,en
67d05c92e897aa3de3e50b4d40bdc1107dfba992670199cc8ad1318d66569a24,67d05c92e897aa3de3e50b4d40bdc1107dfba992670199cc8ad1318d66569a24,67d05c92e897aa3de3e50b4d40bdc1107dfba992670199cc8ad1318d66569a24,Newport,I'm walking on sunshine,,134,232,2013-12-19,en
d53f80aeee3b7088d33ed0a59e432535795de4c3299faeb11dc860f2d246957a,d53f80aeee3b7088d33ed0a59e432535795de4c3299faeb11dc860f2d246957a,d53f80aeee3b7088d33ed0a59e432535795de4c3299faeb11dc860f2d246957a,Moscow,"Типичный офисный планктон, не знаю, как бы жил без твиттера. #ВзаимныйФолловинг",,637,1983,2014-03-19,ru
ca1079af614db298e607bb72de4e1ba989fa8a85fd018138c824d3048011b367,ca1079af614db298e607bb72de4e1ba989fa8a85fd018138c824d3048011b367,ca1079af614db298e607bb72de4e1ba989fa8a85fd018138c824d3048011b367,ATL,if you don't like me-it's ok,,2834,2792,2013-06-20,en
2102d9a41e7ffa7e3f9d67b5b41a3ff77eed1d7d2a8c2c2270f3ad21bc23ad40,2102d9a41e7ffa7e3f9d67b5b41a3ff77eed1d7d2a8c2c2270f3ad21bc23ad40,2102d9a41e7ffa7e3f9d67b5b41a3ff77eed1d7d2a8c2c2270f3ad21bc23ad40,,Education and information is our tool and weapon. And we are going to use them.,,4305,5033,2015-11-09,en
d4c6e0fb91e0c0a0793c04b92ec65e09c8b74f9f068bbe26e0db0d58b6fc5d07,d4c6e0fb91e0c0a0793c04b92ec65e09c8b74f9f068bbe26e0db0d58b6fc5d07,d4c6e0fb91e0c0a0793c04b92ec65e09c8b74f9f068bbe26e0db0d58b6fc5d07,,,,1062,106,2017-04-13,ru
bcf8e275b5d4bf500126723af74ba0e05df4f428361f015ce3772e7d04a4a1ee,bcf8e275b5d4bf500126723af74ba0e05df4f428361f015ce3772e7d04a4a1ee,bcf8e275b5d4bf500126723af74ba0e05df4f428361f015ce3772e7d04a4a1ee,Estados Unidos,"Always Trump, Married 41 years, grandmother - Our grandchildren must have a safe future! ???????????????#MAGA #DEPLORABLE #TRUMP #COVFEFE No Liberals Follow me",https://t.co/4srF9ALSJp,230,982,2017-08-08,es
